customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
8883-GRDWQ,20,Yes,One year,No,Mailed check,54,1055.9,Male,1,No,No,No,DSL,Yes,No,No,Yes,No,No,No
6166-ILMNY,2,Yes,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes
3097-NNSPB,2,Yes,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Female,0,No,No,No,DSL,No,Yes,No,No,No,No,Yes
7771-ZONAT,22,No,Two year,No,Bank transfer (automatic),56.75,1304.85,Male,0,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,No
0655-RBDUG,7,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713,Male,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
2111-DWYHN,1,Yes,Month-to-month,No,Mailed check,21.1,21.1,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4194-WHFCB,59,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No
4121-AGSIN,58,Yes,One year,Yes,Credit card (automatic),24.5,1497.9,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4361-BKAXE,41,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9845-PEEKO,59,Yes,Two year,Yes,Credit card (automatic),79.2,4590.35,Female,1,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,No
0455-XFASS,3,Yes,Month-to-month,Yes,Electronic check,69.55,200.2,Female,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,No
0301-KOBTQ,32,Yes,Two year,Yes,Bank transfer (automatic),20.05,614.45,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1751-NCDLI,46,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,Male,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
4367-NUYAO,0,Yes,Two year,No,Mailed check,25.75,25.75,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9878-TNQGW,2,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Male,0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Yes
9170-ARBTB,52,Yes,One year,No,Credit card (automatic),19.6,1012.4,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4441-NIHPT,13,Yes,Month-to-month,Yes,Electronic check,74.3,940.35,Female,1,No,No,No,Fiber optic,No,No,Yes,No,No,No,Yes
8999-BOHSE,11,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
7241-AJHFS,32,Yes,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,Male,0,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,No
7029-RPUAV,17,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Male,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
4546-FOKWR,16,Yes,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,No
9036-CSKBW,51,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
5832-TRLPB,29,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,Male,0,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No
8590-YFFQO,70,Yes,Two year,No,Credit card (automatic),64.95,4523.25,Male,0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No
8659-IOOPU,71,Yes,Two year,No,Electronic check,100.45,7159.7,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
1338-CECEE,41,Yes,One year,No,Bank transfer (automatic),68.5,2839.95,Male,0,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No
7439-DKZTW,1,Yes,Month-to-month,Yes,Electronic check,80.55,80.55,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No,No
4646-QZXTF,7,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,Female,0,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
4607-CHPCA,25,Yes,One year,Yes,Electronic check,90.4,2178.6,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
9742-XOKTS,67,Yes,One year,No,Electronic check,89.55,6038.55,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No
6921-OZMFH,5,Yes,Month-to-month,Yes,Mailed check,55.7,259.4,Male,0,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No
9578-FOMUK,15,Yes,Month-to-month,Yes,Electronic check,24.8,324.15,Male,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4712-UYOOI,20,Yes,Month-to-month,No,Electronic check,20,417.65,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8824-RWFXJ,3,Yes,Month-to-month,Yes,Mailed check,56.15,168.15,Male,0,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,Yes
7722-CVFXN,54,Yes,One year,Yes,Electronic check,105.2,5637.85,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
8717-VCTXJ,42,Yes,One year,Yes,Mailed check,19.55,839.4,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7363-QTBIW,9,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,Female,0,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,No
4159-NAAIX,63,Yes,Two year,No,Bank transfer (automatic),97.45,6253,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
0971-QIFJK,69,Yes,Two year,No,Bank transfer (automatic),24.25,1641.8,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9397-TZSHA,69,Yes,Two year,No,Credit card (automatic),24.6,1678.05,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3391-JSQEW,40,Yes,Month-to-month,Yes,Mailed check,50.15,2058.5,Male,0,Yes,No,No,DSL,No,Yes,No,No,No,No,No
0343-QLUZP,60,No,Two year,No,Bank transfer (automatic),39.6,2424.5,Male,0,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,No
9763-PDTKK,4,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Female,0,No,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes
2176-LVPNX,71,Yes,Two year,No,Mailed check,89.85,6293.45,Female,1,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
7627-JKIAZ,37,Yes,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Female,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,Yes
3312-UUMZW,32,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,Male,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
1271-UODNO,39,Yes,Two year,Yes,Credit card (automatic),53.85,2200.7,Male,0,No,No,Yes,DSL,No,No,No,Yes,No,No,No
8461-EFQYM,38,Yes,One year,Yes,Electronic check,24.25,914.4,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6900-RBKER,52,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,Male,0,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,No
6891-JPYFF,48,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
1459-QNFQT,70,No,Two year,No,Bank transfer (automatic),59.5,4144.8,Male,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
1047-NNCBF,20,Yes,Month-to-month,No,Credit card (automatic),70.55,1493.55,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No,No
3696-XRIEN,50,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,Female,0,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No
4081-DYXAV,19,No,One year,Yes,Credit card (automatic),44.85,893.55,Female,0,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes
0074-HDKDG,25,Yes,One year,Yes,Bank transfer (automatic),61.6,1611,Male,0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No
8791-GFXLZ,12,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,Male,0,No,No,No,DSL,No,Yes,No,No,No,No,No
8111-SLLHI,39,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
0927-LCSMG,7,Yes,Month-to-month,No,Mailed check,74.65,544.55,Male,0,No,No,No,Fiber optic,No,No,Yes,No,No,No,Yes
9330-DHBFL,23,Yes,One year,Yes,Mailed check,66.25,1533.8,Female,0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No
0098-BOWSO,27,Yes,Month-to-month,Yes,Electronic check,19.4,529.8,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3452-ABWRL,47,Yes,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,No
5859-HZYLF,26,Yes,Two year,Yes,Credit card (automatic),19.15,515.75,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8257-RZAHR,14,Yes,Month-to-month,Yes,Bank transfer (automatic),64.7,941,Female,0,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,Yes
5293-WXJAK,11,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes
3156-QLHBO,2,Yes,Month-to-month,No,Mailed check,19.25,48.35,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2208-NQBCT,26,Yes,Month-to-month,No,Electronic check,81.95,2070.05,Female,0,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No
1779-PWPMG,72,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,Female,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
6621-NRZAK,63,Yes,Two year,No,Credit card (automatic),20,1209.25,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0831-JNISG,71,Yes,Two year,No,Mailed check,19.8,1396.25,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0774-IFUVM,11,Yes,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,Male,0,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No
3082-WQRVY,14,Yes,One year,No,Mailed check,19.65,228.65,Male,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9553-DLCLU,13,Yes,Two year,No,Credit card (automatic),88.95,1161.75,Female,0,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
1641-BYBTK,6,Yes,Month-to-month,Yes,Mailed check,20.2,98.35,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2460-NGXBJ,11,Yes,Month-to-month,Yes,Credit card (automatic),75.2,775.3,Male,1,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,No
2446-ZKVAF,18,Yes,Month-to-month,No,Credit card (automatic),56.8,1074.65,Male,0,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No
0841-NULXI,1,No,Month-to-month,Yes,Electronic check,35.55,35.55,Male,0,No,No,No phone service,DSL,No,No,No,No,No,Yes,Yes
3522-CDKHF,32,Yes,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,Female,0,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,No
1430-SFQSA,29,No,One year,No,Mailed check,35.6,1072.6,Male,0,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,No
0411-EZJZE,3,Yes,Month-to-month,Yes,Electronic check,60.25,170.5,Female,0,No,No,Yes,DSL,No,No,No,No,Yes,No,No
7851-WZEKY,2,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
8844-TONUD,13,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Male,0,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
8807-ARQET,41,No,Month-to-month,Yes,Electronic check,40.35,1677.85,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,No
8992-CEUEN,1,Yes,Month-to-month,No,Electronic check,18.85,18.85,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4320-QMLLA,7,Yes,Month-to-month,No,Mailed check,54.85,370.4,Male,0,No,No,No,DSL,No,No,No,No,Yes,No,No
8777-PVYGU,52,Yes,One year,Yes,Mailed check,64.3,3410.6,Female,0,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No,No
8292-ITGYJ,45,Yes,Two year,Yes,Bank transfer (automatic),24.65,1138.8,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6870-ZWMNX,70,Yes,Two year,No,Credit card (automatic),76.1,5264.25,Male,0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No
0621-CXBKL,53,Yes,Two year,No,Mailed check,18.7,1005.7,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5268-DSMNQ,62,Yes,One year,Yes,Credit card (automatic),97.95,5936.55,Female,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No
5334-JLAXU,60,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No
4086-YQSNZ,3,Yes,Month-to-month,Yes,Electronic check,80.4,224.05,Female,1,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,Yes
6242-MBHPK,23,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,Female,1,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,No
5868-CZJDR,1,No,Month-to-month,Yes,Mailed check,31.35,31.35,Male,0,No,Yes,No phone service,DSL,No,Yes,No,No,No,No,Yes
9359-UGBTK,67,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,Female,0,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No
0135-NMXAP,12,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes
4782-OSFXZ,71,Yes,Two year,Yes,Bank transfer (automatic),82.7,5831.2,Female,1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No
6479-OAUSD,25,Yes,One year,No,Credit card (automatic),19.9,510.8,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7129-ACFOG,5,Yes,Month-to-month,Yes,Electronic check,53.8,283.95,Female,0,No,No,Yes,DSL,Yes,No,No,No,No,No,No
4189-NAKJS,26,Yes,One year,Yes,Credit card (automatic),51.55,1295.4,Male,0,No,No,Yes,DSL,No,No,No,No,No,No,No
5562-BETPV,1,Yes,One year,No,Mailed check,19.65,19.65,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1282-IHQAC,70,No,One year,Yes,Credit card (automatic),44.05,3011.65,Male,1,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,No
9127-FHJBZ,72,Yes,Two year,Yes,Electronic check,114,8093.15,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
6270-OMFIW,60,Yes,One year,Yes,Electronic check,94.4,5610.25,Male,0,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
1641-RQDAY,32,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,Female,1,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
0107-WESLM,1,Yes,Month-to-month,Yes,Electronic check,19.85,19.85,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6994-ORCWG,14,Yes,One year,Yes,Mailed check,54.25,773.2,Female,0,No,No,Yes,DSL,No,Yes,No,No,No,No,No
1346-UFHAX,13,Yes,Month-to-month,Yes,Credit card (automatic),80,1029.35,Female,0,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,No
3992-YWPKO,6,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Female,0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
2933-XEUJM,46,Yes,Two year,No,Mailed check,79.2,3593.8,Female,0,No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No
0125-LZQXK,15,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Male,0,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes
5461-QKNTN,43,Yes,Month-to-month,Yes,Electronic check,94.3,3953.15,Male,1,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No
4835-YSJMR,39,Yes,Two year,Yes,Bank transfer (automatic),49.8,1971.15,Male,0,No,No,No,DSL,No,No,No,Yes,No,No,No
8399-YNDCH,21,Yes,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Male,1,No,No,No,DSL,No,No,Yes,No,Yes,No,Yes
3164-YAXFY,57,No,Month-to-month,Yes,Electronic check,53.75,3196,Male,0,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,No
0887-WBJVH,53,Yes,One year,Yes,Electronic check,93.45,4872.2,Female,0,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,No
4660-IRIBM,18,Yes,Month-to-month,Yes,Mailed check,87.9,1500.5,Male,0,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No
5673-FSSMF,1,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,Female,0,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes
7670-ZBPOQ,58,Yes,One year,Yes,Bank transfer (automatic),61.05,3478.75,Female,0,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No
8089-UZWLX,71,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
0080-OROZO,35,Yes,One year,Yes,Electronic check,99.25,3532,Female,0,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
3916-NRPAP,3,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,Male,0,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,No
6807-SIWJI,38,Yes,One year,Yes,Electronic check,104.85,3887.25,Male,0,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
8221-HVAYI,35,Yes,Two year,Yes,Credit card (automatic),69.15,2490.15,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No
1579-KLYDT,7,Yes,Month-to-month,Yes,Electronic check,90.45,593.45,Male,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes
5232-NXPAY,47,Yes,Two year,No,Mailed check,74.45,3510.3,Female,0,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No
8967-SZQAS,14,Yes,Month-to-month,No,Electronic check,50.45,765.45,Female,0,No,No,No,DSL,No,Yes,No,No,No,No,No
4468-KAZHE,20,Yes,Month-to-month,Yes,Electronic check,60,1259.35,Female,1,Yes,No,No,DSL,No,Yes,No,No,No,Yes,No
0455-ENTCR,66,Yes,Two year,No,Electronic check,85.25,5538.35,Male,0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No
8944-AILEF,15,Yes,Month-to-month,Yes,Credit card (automatic),19.45,340.85,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5542-NKVRU,42,Yes,Two year,Yes,Bank transfer (automatic),20.75,844.45,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7126-RBHSD,17,Yes,Month-to-month,No,Electronic check,78.9,1348.95,Female,0,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,No
5370-IIVVL,37,Yes,One year,Yes,Credit card (automatic),104.5,3778,Male,0,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
6789-HJBWG,12,Yes,Month-to-month,Yes,Electronic check,49.4,611.65,Female,0,No,No,No,DSL,No,Yes,No,No,No,No,No
3927-NLNRY,53,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Male,0,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
9087-EYCPR,60,Yes,Two year,No,Mailed check,25,1505.05,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6791-YBNAK,18,No,Month-to-month,No,Credit card (automatic),25.55,467.85,Male,0,Yes,Yes,No phone service,DSL,No,No,No,No,No,No,No
6358-LYNGM,1,Yes,Month-to-month,Yes,Electronic check,74.9,74.9,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
6077-BDPXA,3,Yes,Month-to-month,Yes,Electronic check,70.15,194.2,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,No
0013-MHZWF,9,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,Female,0,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,No
5494-HECPR,1,Yes,Month-to-month,Yes,Electronic check,80.25,80.25,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Yes
8268-YDIXR,56,Yes,One year,Yes,Electronic check,93.15,5253.95,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No
9824-BEMCV,17,Yes,Month-to-month,Yes,Electronic check,69,1149.65,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
1373-ORVIZ,11,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,Female,0,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes
4291-SHSBH,7,Yes,Month-to-month,Yes,Electronic check,69.55,521.35,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No,No
6980-IMXXE,69,Yes,Two year,No,Bank transfer (automatic),20.2,1412.65,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9866-QEVEE,19,Yes,Month-to-month,Yes,Bank transfer (automatic),86,1532.45,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
9897-KXHCM,3,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Female,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
0040-HALCW,54,Yes,Two year,No,Credit card (automatic),20.4,1090.6,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0784-GTUUK,62,Yes,One year,Yes,Credit card (automatic),23.75,1446.8,Male,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7979-CORPM,24,Yes,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes
2294-DMMUS,62,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,Female,0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No
0872-JCPIB,17,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,Male,0,No,No,Yes,DSL,Yes,No,No,No,No,Yes,No
3055-MJDSB,9,No,Month-to-month,Yes,Mailed check,24.6,190.1,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,No
9091-WTUUY,64,Yes,Two year,No,Mailed check,69.25,4447.75,Male,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No
1618-CFHME,2,Yes,Month-to-month,Yes,Electronic check,75.9,143.35,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
3165-HDOEW,1,Yes,Month-to-month,Yes,Mailed check,45.85,45.85,Male,0,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes
6581-NQCBA,16,No,Month-to-month,Yes,Electronic check,49.95,810.2,Female,0,Yes,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Yes
7115-IRDHS,72,Yes,Two year,No,Bank transfer (automatic),24.65,1830.05,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8496-DMZUK,30,Yes,One year,No,Bank transfer (automatic),90.4,2820.65,Male,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No
2040-VZIKE,49,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,Female,0,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No
9068-VPWQQ,61,Yes,Two year,No,Credit card (automatic),75.35,4729.3,Male,0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No
0178-SZBHO,47,Yes,Month-to-month,No,Electronic check,87.2,4017.45,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,No
0384-RVBPI,20,Yes,Month-to-month,No,Credit card (automatic),64.4,1398.6,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,Yes,No
1689-MRZQR,34,Yes,Month-to-month,No,Electronic check,78.3,2564.3,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
1299-AURJA,70,Yes,Two year,No,Bank transfer (automatic),24.7,1685.9,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4525-VZCZG,54,Yes,One year,Yes,Electronic check,105.85,5826.65,Male,0,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
1543-LLLFT,61,Yes,One year,Yes,Mailed check,98.3,6066.55,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
5835-BEQEU,3,Yes,Month-to-month,Yes,Electronic check,76.95,228.4,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
2788-CJQAQ,13,Yes,One year,No,Mailed check,19.45,270.2,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5565-FILXA,16,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,Female,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
0319-QZTCO,3,Yes,Month-to-month,Yes,Credit card (automatic),58.7,168.6,Female,0,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,No
2120-SMPEX,25,Yes,Month-to-month,Yes,Mailed check,20.15,536.35,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
